filepath,label,class_name,split
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_330.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_331.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_332.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_333.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_334.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_336.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_338.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_34.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_342.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_343.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_36.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_37.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_38.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_39.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_4.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_40.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_42.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_43.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_44.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_47.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_48.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_49.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_50.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_51.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_52.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_53.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_55.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_58.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_6.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_60.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_67.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_7.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_70.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_71.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_74.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_79.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_8.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_86.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_88.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_9.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_91.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_92.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_94.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_95.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/train_split/Bacterial Red disease/Bacterial Red disease_aug_99.jpg,0,Bacterial Red Disease,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_103.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_112.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_113.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_115.png,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_121.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_133.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_134.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_138.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_141.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_146.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_149.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_153.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_171.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_180.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_20.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_202.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_208.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_210.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_212.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_213.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_217.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_22.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_225.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_234.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_235.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_240.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_249.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_43.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_49.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_58.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_62.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_65.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_69.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_90.jpg,1,Aeromoniasis,train
data/original/aquahealth/test_split/Bacterial diseases - Aeromoniasis_Bacterial diseases - Aeromoniasis_92.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_100.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_102.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_104.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_105.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_106.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_107.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_109.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_111.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_117.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_119.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_12.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_123.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_125.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_126.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_127.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_128.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_13.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_130.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_131.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_135.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_137.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_139.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_140.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_142.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_143.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_145.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_147.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_15.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_150.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_151.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_155.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_160.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_167.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_169.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_170.jpg,1,Aeromoniasis,train
data/original/aquahealth/train_split/Bacterial diseases - Aeromoniasis/Bacterial diseases - Aeromoniasis_173.jpg,1,Aeromoniasis,train
