image_a,image_b,source_dataset_a,source_dataset_b,original_path_a,original_path_b,original_class_a,original_class_b,unified_class_a,unified_class_b,hash_type,hash_value_or_comparison,similarity_or_distance,duplicate_status,cross_dataset,label_relation,recommended_action,reason
current_freshwater-273e967b8d3f,roboflow-ca39ae734ccb,current_freshwater,roboflow,test_split/Healthy Fish_Healthy Fish_350.jpg,train/Healthy Fish/Healthy-Fish-93-_jpg.rf.4b31a402d866ed5fd23bcfb844e5a080.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,sha256,59af966ea2c3e30af029fbf9d0045741d1e2f9f0cea6e5f9625305639950f265,0,EXACT_DUPLICATE,True,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-0adce37b8335,roboflow-1a33bb7721ac,current_freshwater,roboflow,train_split/Healthy Fish/Healthy Fish_172.jpg,train/Healthy Fish/Healthy-Fish-128-_jpg.rf.2ac765023a5e2737365acd20e8366ce2.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,sha256,5c97055898fd8b8023b2f09e4f4115cd328d6f72b85f7f2aaa8cc7d1a1afc645,0,EXACT_DUPLICATE,True,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-f4179ce7d679,current_freshwater-00b7e16b1be1,current_freshwater,current_freshwater,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_301.jpg,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_55.jpg,Fungal diseases Saprolegniasis,Fungal diseases Saprolegniasis,Saprolegniasis,Saprolegniasis,sha256,5cf5be673b44250b604a432a4367f1bfcc67782950f7adce0cca82bc863862df,0,EXACT_DUPLICATE,False,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-3cbfead19a46,current_freshwater-8f2b5ee1a560,current_freshwater,current_freshwater,train_split/EUS/EUS_175.jpg,train_split/EUS/EUS_aug_25.jpg,EUS,EUS,EUS Disease,EUS Disease,sha256,5de5a29f7603fb2887ce19f85749f73c9959905f26d7f6b28e6fb14af1c86c8a,0,EXACT_DUPLICATE,False,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-9b09b7e70b5f,roboflow-3a9cd82506a0,current_freshwater,roboflow,train_split/Healthy Fish/Healthy Fish_204.jpg,train/Healthy Fish/Healthy-Fish-158-_jpg.rf.d1cd9753686f2320611c58d193cd8f29.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,sha256,5f522a1ea243e1d8ebf0d6f81b9468e085cc3cdf8bf06d2c8d52b4ba3d5022e1,0,EXACT_DUPLICATE,True,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-33f36c18e896,current_freshwater-97f78bcf7d64,current_freshwater,current_freshwater,train_split/Bacterial Red disease/Bacterial Red disease_aug_200.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_258.jpg,Bacterial Red disease,Bacterial Red disease,Bacterial Red Disease,Bacterial Red Disease,sha256,5fa4f92f1e04f37cf0413729df984a062830698f41004c9b93e915e9e00c6f45,0,EXACT_DUPLICATE,False,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
kaptai-6f0b6028fe8c,kaptai-33821afc5af5,kaptai,kaptai,Broken antennae and rostrum/Broken antennae and rostrum  (2).jpg,EUS/26.jpg,Broken antennae and rostrum,EUS,,EUS Disease,sha256,6180da9bc58b78afef22c58834d8e4e8b33827296f7e83715cc9709b593bd1b6,0,EXACT_DUPLICATE,False,UNRESOLVED_LABEL,REVIEW,"byte-identical, a label is unresolved; the match is evidence for the mapping decision"
kaptai-88049a4ecf8f,kaptai-c4d226ffdcbe,kaptai,kaptai,Argulus/33.jpg,Redspot/Red Spot.jpg,Argulus,Redspot,,,sha256,641c3984a89ee9c2452cdacc3c34906e7a9d00e3e318855cf2db906f05d956b1,0,EXACT_DUPLICATE,False,UNRESOLVED_LABEL,REVIEW,"byte-identical, a label is unresolved; the match is evidence for the mapping decision"
current_freshwater-8b8be1272e37,roboflow-9726899fb12d,current_freshwater,roboflow,test_split/Healthy Fish_Healthy Fish_365.jpg,train/Healthy Fish/Healthy-Fish-116-_jpg.rf.9f99e1b4953e3569d9ec4eef38df2ed9.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,sha256,6687f0cf63f77bee7227e979589d526f7c1d35f43f8fbd5cdfe82b12ceb3ada3,0,EXACT_DUPLICATE,True,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-9fafdf3d7afd,current_freshwater-4dc5a25522d5,current_freshwater,current_freshwater,train_split/Bacterial Red disease/Bacterial Red disease_aug_208.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_54.jpg,Bacterial Red disease,Bacterial Red disease,Bacterial Red Disease,Bacterial Red Disease,sha256,66add07fece93f73525e23a79ef38ebec04aa384a5c98b39cba84b69316a174b,0,EXACT_DUPLICATE,False,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-e5bcc6dcbab6,current_freshwater-9457f230e1fd,current_freshwater,current_freshwater,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_344.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_346.jpg,Viral diseases White tail disease,Viral diseases White tail disease,White Tail Disease,White Tail Disease,sha256,67a54c6f1915306b316db19a7c7876bcf3fe858ea43361edefc3e8f06591423e,0,EXACT_DUPLICATE,False,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-e186eca718e2,roboflow-3532ccd6888a,current_freshwater,roboflow,train_split/Healthy Fish/Healthy Fish_159.jpg,train/Healthy Fish/Healthy-Fish-1-_jpg.rf.158575b02c079dbb610261e78138c4fd.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,sha256,686b83a6851d54a0f7d3d9073bc82ce5e49d15bbb6d7a0893a67437fe5e0145d,0,EXACT_DUPLICATE,True,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-46530b258ad2,roboflow-9c83c97472de,current_freshwater,roboflow,train_split/Healthy Fish/Healthy Fish_216.jpg,train/Healthy Fish/Healthy-Fish-175-_jpg.rf.2cd9550ff09e5c647d536e46092bde98.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,sha256,68d4ff1e98291c6442f4a4c3dd599cc8f4875cde6e16be0d2080f047134f3858,0,EXACT_DUPLICATE,True,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-90695270fc23,current_freshwater-8ab6795efb19,current_freshwater,current_freshwater,train_split/Parasitic diseases/Parasitic diseases_aug_258.jpg,train_split/Parasitic diseases/Parasitic diseases_aug_289.jpg,Parasitic diseases,Parasitic diseases,Parasitic Disease,Parasitic Disease,sha256,6946671bf90caad0114c7a2a90e5fc57f0bda0a155aafb39a718a88fe0b52d6d,0,EXACT_DUPLICATE,False,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-0b4c8e8f486b,current_freshwater-59a18c3ce512,current_freshwater,current_freshwater,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_301.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_36.jpg,Viral diseases White tail disease,Viral diseases White tail disease,White Tail Disease,White Tail Disease,sha256,69d64a5f51e1fd201c17d9f86ae03ff903fc4063ce370246f71e68f3b58be4b5,0,EXACT_DUPLICATE,False,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-675641aca9f9,roboflow-8233cb818655,current_freshwater,roboflow,test_split/Healthy Fish_Healthy Fish_310.jpg,train/Healthy Fish/Healthy-Fish-29-_jpg.rf.645871efdb383f029dccf66f78f71538.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,sha256,6a3692f605c9e02fa6664c7cb70a88af624e2e6450dd2547a40b6e1e8fd50956,0,EXACT_DUPLICATE,True,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-d521fb949a6f,roboflow-abfbec6a0479,current_freshwater,roboflow,train_split/Healthy Fish/Healthy Fish_196.jpg,train/Healthy Fish/Healthy-Fish-147-_jpg.rf.30149d23c2244500701a5870ac907bbe.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,sha256,6aea642790cc3f7f922f57b054a6d09dff5d65658839968853cb2cdd91ac605d,0,EXACT_DUPLICATE,True,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-dbd7dd138580,current_freshwater-25a505d95f30,current_freshwater,current_freshwater,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_174.jpg,train_split/Viral diseases White tail disease/Viral diseases White tail disease_aug_64.jpg,Viral diseases White tail disease,Viral diseases White tail disease,White Tail Disease,White Tail Disease,sha256,6c0d8e648db45f23604e6e896a69979188efa0ee6d29035da4083cd8056040fc,0,EXACT_DUPLICATE,False,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-81bb24dcce49,current_freshwater-e582da341896,current_freshwater,current_freshwater,train_split/EUS/EUS_137.jpg,train_split/EUS/EUS_aug_67.jpg,EUS,EUS,EUS Disease,EUS Disease,sha256,6e61cf1eda0bda48e513a149af13091f3cf546860beaefb6b33d19906babecc2,0,EXACT_DUPLICATE,False,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-dae963602692,roboflow-3b84622ceb7b,current_freshwater,roboflow,train_split/Healthy Fish/Healthy Fish_309.jpg,train/Healthy Fish/Healthy-Fish-28-_jpg.rf.b1107f9c398c5420d9426991073763b3.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,sha256,6f5ae338bd087b1bd76cde53606a1ece6c584f61ffc57f79d29f57d6df82f063,0,EXACT_DUPLICATE,True,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-7d8d21d744a1,roboflow-e9efb08e2910,current_freshwater,roboflow,train_split/Healthy Fish/Healthy Fish_182.jpg,valid/Healthy Fish/Healthy-Fish-136-_jpg.rf.c915e724d1ca3c818e4497133488ae81.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,sha256,7149577fa0002f1501b616848c7bab9f3cd74d4d80aace50998ac8db0aa9e94b,0,EXACT_DUPLICATE,True,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-013360a2ca96,roboflow-fc82947217b8,current_freshwater,roboflow,train_split/Healthy Fish/Healthy Fish_291.jpg,train/Healthy Fish/Healthy-Fish-26-_jpg.rf.4eed03f537b313b0de4fa755608d9ce1.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,sha256,76a9b93776c4d94374cf454a0351104167cb99f21cd99c02c37f60f07e2da2ba,0,EXACT_DUPLICATE,True,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-ca705832ca09,current_freshwater-8af5ba2c2757,current_freshwater,current_freshwater,train_split/EUS/EUS_119.jpg,train_split/EUS/EUS_aug_177.jpg,EUS,EUS,EUS Disease,EUS Disease,sha256,779e0848e039d9b5c460ccd19cee57fe6a11b34afed28739c5ce5b15333141db,0,EXACT_DUPLICATE,False,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-5bb067797948,current_freshwater-9a72d66ec369,current_freshwater,current_freshwater,train_split/Bacterial Red disease/Bacterial Red disease_aug_168.jpg,train_split/Bacterial Red disease/Bacterial Red disease_aug_318.jpg,Bacterial Red disease,Bacterial Red disease,Bacterial Red Disease,Bacterial Red Disease,sha256,790617406cb4bf3229a13a292e9381a8d33dd514e55eae8ec82faeb97d5a7ee4,0,EXACT_DUPLICATE,False,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-737869d6a490,current_freshwater-c674d1485e81,current_freshwater,current_freshwater,train_split/Parasitic diseases/Parasitic diseases_aug_152.jpg,train_split/Parasitic diseases/Parasitic diseases_aug_194.jpg,Parasitic diseases,Parasitic diseases,Parasitic Disease,Parasitic Disease,sha256,7968d52f1a5147fa7a1433b769264e55ca9b30ca961fa8238a302dfed94a5fb0,0,EXACT_DUPLICATE,False,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-737869d6a490,current_freshwater-322a699596e9,current_freshwater,current_freshwater,train_split/Parasitic diseases/Parasitic diseases_aug_152.jpg,train_split/Parasitic diseases/Parasitic diseases_aug_98.jpg,Parasitic diseases,Parasitic diseases,Parasitic Disease,Parasitic Disease,sha256,7968d52f1a5147fa7a1433b769264e55ca9b30ca961fa8238a302dfed94a5fb0,0,EXACT_DUPLICATE,False,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-c674d1485e81,current_freshwater-322a699596e9,current_freshwater,current_freshwater,train_split/Parasitic diseases/Parasitic diseases_aug_194.jpg,train_split/Parasitic diseases/Parasitic diseases_aug_98.jpg,Parasitic diseases,Parasitic diseases,Parasitic Disease,Parasitic Disease,sha256,7968d52f1a5147fa7a1433b769264e55ca9b30ca961fa8238a302dfed94a5fb0,0,EXACT_DUPLICATE,False,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-62b30e3efa06,roboflow-4c55db807cab,current_freshwater,roboflow,train_split/Bacterial Red disease/Bacterial Red disease_131.jpg,train/Bacterial Red disease/Bacterial-Red-disease-17-_jpg.rf.9579bf0d6e623b8f22c5500b4bd75176.jpg,Bacterial Red disease,Bacterial Red disease,Bacterial Red Disease,Bacterial Red Disease,sha256,7b48f31c902296dfd3ac73a022d03c3cbe438b65e5c189889f2d17317fe875ec,0,EXACT_DUPLICATE,True,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-187949e0f33c,roboflow-1f9183c5d123,current_freshwater,roboflow,train_split/Healthy Fish/Healthy Fish_356.jpg,train/Healthy Fish/Healthy-Fish-102-_jpg.rf.1c9d18400e801910cad02a4c4a0daa47.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,sha256,7beb015946bc38d454083f121e9e9818ae83dd586921eff13055e5f80fa5eccb,0,EXACT_DUPLICATE,True,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-b7ddfb1c2095,roboflow-d37933ca59a5,current_freshwater,roboflow,train_split/Healthy Fish/Healthy Fish_346.jpg,train/Healthy Fish/Healthy-Fish-86-_jpg.rf.39683f0decc8c9c0f5aa6199cd00e774.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,sha256,7d9616a96aceaf191fefe53e123b24bc4b0b46d3969786bb04092fcfb679a28f,0,EXACT_DUPLICATE,True,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-72bef196e728,roboflow-6d62a116913c,current_freshwater,roboflow,train_split/Healthy Fish/Healthy Fish_208.jpg,train/Healthy Fish/Healthy-Fish-163-_jpg.rf.2d74183ac91fea192b521b8aaceb3992.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,sha256,7db01783450ed149b3eadff98c63f0a4e30954462ddce360dbf04f1ab904ba6a,0,EXACT_DUPLICATE,True,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-3d6e9198cc5a,roboflow-05653ef519f0,current_freshwater,roboflow,train_split/Healthy Fish/Healthy Fish_211.jpg,valid/Healthy Fish/Healthy-Fish-20-_jpeg.rf.5609712599df9dcbd3fd6f32f41f95ce.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,sha256,7eb2d4585123bc628e1a8f3e70ab39ed84fab4b6fb32f50237f5aad9dc56ccd5,0,EXACT_DUPLICATE,True,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-15eed604625d,current_freshwater-b29a323f84b0,current_freshwater,current_freshwater,train_split/Parasitic diseases/Parasitic diseases_aug_4.jpg,train_split/Parasitic diseases/Parasitic diseases_aug_74.jpg,Parasitic diseases,Parasitic diseases,Parasitic Disease,Parasitic Disease,sha256,7ed1689e4bbbf1e3b852306f6417e2e411c9ffaecfca271b721171675ccde202,0,EXACT_DUPLICATE,False,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-32942955a0e7,roboflow-ed67c887d19e,current_freshwater,roboflow,test_split/Healthy Fish_Healthy Fish_163.jpg,train/Healthy Fish/Healthy-Fish-120-_jpg.rf.12acdd48bb08dece15d455cc8713ed9c.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,sha256,7f5c1be18b34dab406473ae82b04cb9159c3514a537cc105ad496725287377c0,0,EXACT_DUPLICATE,True,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-7c0502754d55,current_freshwater-1ff0389d2f00,current_freshwater,current_freshwater,train_split/Parasitic diseases/Parasitic diseases_aug_219.jpg,train_split/Parasitic diseases/Parasitic diseases_aug_283.jpg,Parasitic diseases,Parasitic diseases,Parasitic Disease,Parasitic Disease,sha256,800811ce82dd01184f156c0fcc976be323c4c7c9a5ba27ea95365da1c013d018,0,EXACT_DUPLICATE,False,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-ece63b7950cd,roboflow-c1a7e801f246,current_freshwater,roboflow,train_split/Healthy Fish/Healthy Fish_219.jpg,train/Healthy Fish/Healthy-Fish-178-_jpg.rf.7a13ef3e61cbcbea25f46fce906fa7b9.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,sha256,805fce66ddc789d2aa2beb65d5c2d4a290a49af6cf06844f55a902e96df8a42b,0,EXACT_DUPLICATE,True,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-3377a3827d67,current_freshwater-502585d9d710,current_freshwater,current_freshwater,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_195.jpg,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_277.jpg,Fungal diseases Saprolegniasis,Fungal diseases Saprolegniasis,Saprolegniasis,Saprolegniasis,sha256,806559abc6e60a547a367cbe1c0808d390c5f86245f7b1535384f92a18edad0a,0,EXACT_DUPLICATE,False,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-2d1551d284d5,roboflow-0236a03ff914,current_freshwater,roboflow,train_split/Healthy Fish/Healthy Fish_160.jpg,train/Healthy Fish/Healthy-Fish-1-_png.rf.0aadb85a00f62f6ac93c29fdb4ad998b.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,sha256,80da316b3e08d621c8494ae54e1b7809d211a36984c772f0d64617711b12933a,0,EXACT_DUPLICATE,True,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
kaptai-f11e138e416a,kaptai-6bf4ead82650,kaptai,kaptai,Argulus/28.jpg,Broken antennae and rostrum/Broken antennae and rostrum  (5).jpg,Argulus,Broken antennae and rostrum,,,sha256,82ff5d5fbdac30692a4d65a9f91f16090a970e65308ff9f6c39139d09bfcd082,0,EXACT_DUPLICATE,False,UNRESOLVED_LABEL,REVIEW,"byte-identical, a label is unresolved; the match is evidence for the mapping decision"
current_freshwater-2373adb35aa6,roboflow-38c824e9c12a,current_freshwater,roboflow,test_split/Healthy Fish_Healthy Fish_340.jpg,train/Healthy Fish/Healthy-Fish-77-_jpg.rf.03ee83434cd984874838c15de86a03a1.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,sha256,83fc8442321a0bfaa31251fec5f5509b825af9dd8b6b5912beddc865a35781ba,0,EXACT_DUPLICATE,True,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-b29373f571d4,roboflow-c70bcae1f82a,current_freshwater,roboflow,train_split/Healthy Fish/Healthy Fish_212.jpg,valid/Healthy Fish/Healthy-Fish-17-_jpg.rf.c1b35ab004708a812930bddbf6dacb8d.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,sha256,85073c11149ce6a78a5c4222d5d1a0c5bbc339cd3c6a3200d5b87a824a783d17,0,EXACT_DUPLICATE,True,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-cb0e09fe70d8,roboflow-6867ef6c530f,current_freshwater,roboflow,train_split/Healthy Fish/Healthy Fish_210.jpg,train/Healthy Fish/Healthy-Fish-165-_jpg.rf.9009dfbc2d47ab766adfcc4e00b2a229.jpg,Healthy Fish,Healthy Fish,Healthy Fish,Healthy Fish,sha256,86c9b120efdf72389f3b878b55a1fca2fd3b78a657798e1d5ca4f09012934cd0,0,EXACT_DUPLICATE,True,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
current_freshwater-332c4940518d,current_freshwater-907c98eeeff8,current_freshwater,current_freshwater,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_259.jpg,train_split/Fungal diseases Saprolegniasis/Fungal diseases Saprolegniasis_aug_377.jpg,Fungal diseases Saprolegniasis,Fungal diseases Saprolegniasis,Saprolegniasis,Saprolegniasis,sha256,8766f109171cab726b8049fa352afdb5a7b945761deda60c36b810e56800b9d6,0,EXACT_DUPLICATE,False,SAME_LABEL,DROP_B_KEEP_A,byte-identical (policy: exact duplicates collapse to the first path)
